Name,Contig id,Gene symbol,molecule_type
ERR10852995,NODE_18_length_85396_cov_17.900137,ant(3'')-IIa,chromosome
ERR10852995,NODE_36_length_40666_cov_14.680800,blaADC-78,chromosome
ERR10852995,NODE_39_length_28684_cov_12.413923,blaOXA-69,plasmid
ERR10852995,NODE_43_length_15168_cov_13.619417,sul1,chromosome
ERR10852995,NODE_43_length_15168_cov_13.619417,aac(3)-Ia,chromosome
ERR10852995,NODE_43_length_15168_cov_13.619417,aadA1,chromosome
ERR10852995,NODE_43_length_15168_cov_13.619417,qacEdelta1,chromosome
ERR10852995,NODE_43_length_15168_cov_13.619417,sul1,chromosome
ERR10852995,NODE_59_length_2639_cov_25.631496,blaOXA-23,plasmid
ERR10852995,NODE_68_length_1095_cov_15.984940,aph(3')-VIa,plasmid
ERR10852996,NODE_12_length_74444_cov_12.129155,ant(3'')-IIa,chromosome
ERR10852996,NODE_1_length_194389_cov_8.845458,blaADC-154,chromosome
ERR10852996,NODE_47_length_29532_cov_8.198892,blaOXA-120,plasmid
ERR10853648,NODE_19_length_61325_cov_3.438441,blaOXA-337,chromosome
ERR10853648,NODE_20_length_59746_cov_4.351887,ant(3'')-IIa,chromosome
ERR10853648,NODE_8_length_129524_cov_3.872289,blaADC-269,chromosome
ERR10854234,NODE_11_length_77617_cov_8.444619,ant(3'')-IIa,chromosome
ERR10854234,NODE_14_length_72292_cov_5.395468,blaOXA-441,chromosome
ERR10854234,NODE_27_length_55881_cov_6.197429,blaADC-154,chromosome
ERR10854472,NODE_14_length_66766_cov_5.158937,blaADC-165,chromosome
ERR10854472,NODE_16_length_62584_cov_4.930383,blaOXA-51,chromosome
ERR10854472,NODE_29_length_45739_cov_5.737314,ant(3'')-IIa,chromosome
ERR10854473,NODE_14_length_62584_cov_5.066144,blaOXA-51,chromosome
ERR10854473,NODE_29_length_45632_cov_5.805965,ant(3'')-IIa,chromosome
ERR10854473,NODE_9_length_86695_cov_5.251686,blaADC-165,chromosome
ERR10854474,NODE_11_length_86695_cov_8.885179,blaADC-165,chromosome
ERR10854474,NODE_16_length_62584_cov_8.483636,blaOXA-51,chromosome
ERR10854474,NODE_31_length_45739_cov_9.518164,ant(3'')-IIa,chromosome
ERR10854475,NODE_10_length_136149_cov_7.445248,ant(3'')-IIa,chromosome
ERR10854475,NODE_16_length_76265_cov_5.157117,blaOXA-100,plasmid
ERR10854475,NODE_2_length_294464_cov_5.804063,blaADC-79,chromosome
ERR10854476,NODE_19_length_50376_cov_7.342940,blaADC,chromosome
ERR10854476,NODE_24_length_48057_cov_8.085366,ant(3'')-IIa,chromosome
ERR10854476,NODE_42_length_35321_cov_7.632957,sul2,plasmid
ERR10854476,NODE_93_length_9940_cov_7.062290,blaOXA,plasmid
ERR10854480,NODE_13_length_161327_cov_8.298304,ant(3'')-IIa,chromosome
ERR10854480,NODE_16_length_75910_cov_7.253552,blaOXA-100,plasmid
ERR10854480,NODE_2_length_354890_cov_7.702180,blaADC-79,chromosome
ERR10854483,NODE_11_length_161075_cov_13.457857,ant(3'')-IIa,chromosome
ERR10854483,NODE_3_length_354890_cov_12.333968,blaADC-79,chromosome
ERR10854483,NODE_5_length_281379_cov_10.861704,blaOXA-100,chromosome
ERR10854484,NODE_105_length_2427_cov_5.001289,sul2,plasmid
ERR10854484,NODE_10_length_92851_cov_4.990609,fos,chromosome
ERR10854484,NODE_29_length_42425_cov_5.441620,ant(3'')-IIa,chromosome
ERR10854484,NODE_2_length_232048_cov_4.600309,blaADC-99,chromosome
ERR10854484,NODE_74_length_8702_cov_4.120423,blaOXA,chromosome
ERR3569448,NODE_17_length_79826_cov_14.017128,ant(3'')-IIa,chromosome
ERR3569448,NODE_1_length_506715_cov_13.464730,blaOXA-69,chromosome
ERR3569448,NODE_30_length_42562_cov_14.345188,blaADC,chromosome
ERR3569448,NODE_41_length_19270_cov_22.228862,sat2,chromosome
ERR3569448,NODE_41_length_19270_cov_22.228862,dfrA1,chromosome
ERR3569448,NODE_44_length_9863_cov_15.714140,mph(E),plasmid
ERR3569448,NODE_44_length_9863_cov_15.714140,msr(E),plasmid
ERR3569448,NODE_44_length_9863_cov_15.714140,armA,plasmid
ERR3569448,NODE_49_length_8073_cov_11.507127,blaNDM-1,chromosome
ERR3569448,NODE_49_length_8073_cov_11.507127,ble,chromosome
ERR3569448,NODE_55_length_4810_cov_26.475396,tet(B),plasmid
ERR3569448,NODE_55_length_4810_cov_26.475396,sul2,plasmid
ERR3569448,NODE_59_length_2861_cov_14.425341,blaPER-7,plasmid
ERR3569448,NODE_62_length_2780_cov_14.571904,arr-2,plasmid
ERR3569448,NODE_62_length_2780_cov_14.571904,cmlA5,plasmid
ERR3569448,NODE_62_length_2780_cov_14.571904,qacE,plasmid
ERR3569448,NODE_65_length_2445_cov_43.809921,blaOXA-23,plasmid
ERR3569448,NODE_71_length_1660_cov_13.575394,aac(3)-Ia,chromosome
ERR3569448,NODE_72_length_1402_cov_12.905803,aph(3')-Ia,chromosome
ERR3569448,NODE_73_length_1139_cov_13.918233,aph(3'')-Ib,plasmid
ERR3569448,NODE_75_length_1086_cov_34.147379,qacE,plasmid
ERR3569448,NODE_75_length_1086_cov_34.147379,sul1,plasmid
ERR3569448,NODE_79_length_859_cov_58.322704,aadA1,chromosome
ERR3569448,NODE_81_length_831_cov_22.961640,aph(6)-Id,chromosome
ERR3569449,NODE_1_length_506342_cov_11.388477,blaOXA-69,chromosome
ERR3569449,NODE_22_length_66398_cov_12.473778,ant(3'')-IIa,chromosome
ERR3569449,NODE_24_length_64282_cov_11.946434,sat2,chromosome
ERR3569449,NODE_24_length_64282_cov_11.946434,dfrA1,chromosome
ERR3569449,NODE_29_length_42610_cov_12.679118,blaADC,chromosome
ERR3569449,NODE_39_length_9911_cov_12.663677,mph(E),plasmid
ERR3569449,NODE_39_length_9911_cov_12.663677,msr(E),plasmid
ERR3569449,NODE_39_length_9911_cov_12.663677,armA,plasmid
ERR3569449,NODE_43_length_8121_cov_11.339566,blaNDM-1,chromosome
ERR3569449,NODE_43_length_8121_cov_11.339566,ble,chromosome
ERR3569449,NODE_49_length_4810_cov_23.028232,tet(B),plasmid
ERR3569449,NODE_49_length_4810_cov_23.028232,sul2,plasmid
ERR3569449,NODE_53_length_2909_cov_14.422420,blaPER-7,plasmid
ERR3569449,NODE_55_length_2828_cov_13.889703,arr-2,plasmid
ERR3569449,NODE_55_length_2828_cov_13.889703,cmlA5,plasmid
ERR3569449,NODE_55_length_2828_cov_13.889703,qacE,plasmid
ERR3569449,NODE_59_length_2445_cov_35.082940,blaOXA-23,plasmid
ERR3569449,NODE_66_length_1708_cov_14.403356,aac(3)-Ia,chromosome
ERR3569449,NODE_67_length_1450_cov_12.378979,aph(3')-Ia,chromosome
ERR3569449,NODE_68_length_1187_cov_12.472426,aph(3'')-Ib,plasmid
ERR3569449,NODE_69_length_1086_cov_30.500507,qacE,plasmid
ERR3569449,NODE_69_length_1086_cov_30.500507,sul1,plasmid
ERR3569449,NODE_74_length_859_cov_40.080263,aadA1,chromosome
ERR3569449,NODE_76_length_831_cov_21.012295,aph(6)-Id,chromosome
ERR3569450,NODE_1_length_506483_cov_17.216466,blaOXA-69,chromosome
ERR3569450,NODE_21_length_64234_cov_18.377562,sat2,chromosome
ERR3569450,NODE_21_length_64234_cov_18.377562,dfrA1,chromosome
ERR3569450,NODE_27_length_43164_cov_19.152614,ant(3'')-IIa,chromosome
ERR3569450,NODE_28_length_42562_cov_18.724881,blaADC,chromosome
ERR3569450,NODE_38_length_9863_cov_19.187679,mph(E),plasmid
ERR3569450,NODE_38_length_9863_cov_19.187679,msr(E),plasmid
ERR3569450,NODE_38_length_9863_cov_19.187679,armA,plasmid
ERR3569450,NODE_42_length_8073_cov_15.935109,blaNDM-1,chromosome
ERR3569450,NODE_42_length_8073_cov_15.935109,ble,chromosome
ERR3569450,NODE_49_length_4810_cov_36.180359,sul2,plasmid
ERR3569450,NODE_49_length_4810_cov_36.180359,tet(B),plasmid
ERR3569450,NODE_54_length_2861_cov_19.507179,blaPER-7,plasmid
ERR3569450,NODE_56_length_2780_cov_22.559335,qacE,plasmid
ERR3569450,NODE_56_length_2780_cov_22.559335,cmlA5,plasmid
ERR3569450,NODE_56_length_2780_cov_22.559335,arr-2,plasmid
ERR3569450,NODE_59_length_2445_cov_52.836905,blaOXA-23,plasmid
ERR3569450,NODE_65_length_1660_cov_19.081388,aac(3)-Ia,chromosome
ERR3569450,NODE_66_length_1402_cov_16.542577,aph(3')-Ia,chromosome
ERR3569450,NODE_67_length_1139_cov_18.810150,aph(3'')-Ib,plasmid
ERR3569450,NODE_69_length_1086_cov_47.191889,qacE,plasmid
ERR3569450,NODE_69_length_1086_cov_47.191889,sul1,plasmid
ERR3569450,NODE_76_length_831_cov_28.722222,aph(6)-Id,chromosome
ERR3569450,NODE_79_length_693_cov_61.475728,aadA1,chromosome
ERR3569451,NODE_18_length_80013_cov_16.112233,ant(3'')-IIa,chromosome
ERR3569451,NODE_1_length_506706_cov_15.112460,blaOXA-69,chromosome
ERR3569451,NODE_28_length_42610_cov_16.738632,blaADC,chromosome
ERR3569451,NODE_35_length_12224_cov_20.407588,dfrA1,chromosome
ERR3569451,NODE_35_length_12224_cov_20.407588,sat2,chromosome
ERR3569451,NODE_36_length_9911_cov_15.577558,armA,plasmid
ERR3569451,NODE_36_length_9911_cov_15.577558,msr(E),plasmid
ERR3569451,NODE_36_length_9911_cov_15.577558,mph(E),plasmid
ERR3569451,NODE_40_length_8121_cov_13.562952,ble,chromosome
ERR3569451,NODE_40_length_8121_cov_13.562952,blaNDM-1,chromosome
ERR3569451,NODE_47_length_4810_cov_29.588835,tet(B),plasmid
ERR3569451,NODE_47_length_4810_cov_29.588835,sul2,plasmid
ERR3569451,NODE_51_length_2909_cov_17.116726,blaPER-7,plasmid
ERR3569451,NODE_53_length_2828_cov_16.995969,arr-2,plasmid
ERR3569451,NODE_53_length_2828_cov_16.995969,cmlA5,plasmid
ERR3569451,NODE_53_length_2828_cov_16.995969,qacE,plasmid
ERR3569451,NODE_57_length_2445_cov_47.682783,blaOXA-23,plasmid
ERR3569451,NODE_64_length_1708_cov_16.773773,aac(3)-Ia,chromosome
ERR3569451,NODE_65_length_1450_cov_13.414508,aph(3')-Ia,chromosome
ERR3569451,NODE_66_length_1187_cov_17.729779,aph(3'')-Ib,plasmid
ERR3569451,NODE_67_length_1086_cov_37.779129,qacE,plasmid
ERR3569451,NODE_67_length_1086_cov_37.779129,sul1,plasmid
ERR3569451,NODE_73_length_831_cov_25.469945,aph(6)-Id,chromosome
ERR3569451,NODE_77_length_693_cov_50.213805,aadA1,chromosome
ERR4436595,NODE_104_length_2445_cov_25.722091,blaOXA-23,plasmid
ERR4436595,NODE_117_length_887_cov_132.891481,blaOXA-58,chromosome
ERR4436595,NODE_11_length_111625_cov_39.851722,aadA1,chromosome
ERR4436595,NODE_11_length_111625_cov_39.851722,sat2,chromosome
ERR4436595,NODE_11_length_111625_cov_39.851722,dfrA1,chromosome
ERR4436595,NODE_13_length_95509_cov_35.610502,blaOXA-68,chromosome
ERR4436595,NODE_2_length_163729_cov_36.767671,blaADC-76,chromosome
ERR4436595,NODE_30_length_44100_cov_40.775732,ant(3'')-IIa,chromosome
ERR4436595,NODE_69_length_10760_cov_25.883594,aph(3'')-Ib,plasmid
ERR4436595,NODE_69_length_10760_cov_25.883594,aph(6)-Id,plasmid
ERR4436595,NODE_69_length_10760_cov_25.883594,sul2,plasmid
ERR4436595,NODE_86_length_6177_cov_181.976143,ant(2'')-Ia,plasmid
ERR4436595,NODE_89_length_5532_cov_218.048960,ant(3'')-IIa,plasmid
ERR4436595,NODE_104_length_2445_cov_25.722091,blaOXA-23,plasmid
ERR4436595,NODE_117_length_887_cov_132.891481,blaOXA-58,chromosome
ERR4436595,NODE_11_length_111625_cov_39.851722,aadA1,chromosome
ERR4436595,NODE_11_length_111625_cov_39.851722,sat2,chromosome
ERR4436595,NODE_11_length_111625_cov_39.851722,dfrA1,chromosome
ERR4436595,NODE_13_length_95509_cov_35.610502,blaOXA-68,chromosome
ERR4436595,NODE_2_length_163729_cov_36.767671,blaADC-76,chromosome
ERR4436595,NODE_30_length_44100_cov_40.775732,ant(3'')-IIa,chromosome
ERR4436595,NODE_69_length_10760_cov_25.883594,aph(3'')-Ib,plasmid
ERR4436595,NODE_69_length_10760_cov_25.883594,aph(6)-Id,plasmid
ERR4436595,NODE_69_length_10760_cov_25.883594,sul2,plasmid
ERR4436595,NODE_86_length_6177_cov_181.976143,ant(2'')-Ia,plasmid
ERR4436595,NODE_89_length_5532_cov_218.048960,ant(3'')-IIa,plasmid
ERR4436596,NODE_2_length_291221_cov_29.242060,aph(3'')-Ib,chromosome
ERR4436596,NODE_2_length_291221_cov_29.242060,aph(6)-Id,chromosome
ERR4436596,NODE_2_length_291221_cov_29.242060,tet(B),chromosome
ERR4436596,NODE_33_length_32374_cov_30.393524,ant(3'')-IIa,chromosome
ERR4436596,NODE_34_length_32025_cov_24.342949,blaOXA-66,chromosome
ERR4436596,NODE_42_length_17631_cov_26.584303,mph(E),plasmid
ERR4436596,NODE_42_length_17631_cov_26.584303,msr(E),plasmid
ERR4436596,NODE_42_length_17631_cov_26.584303,armA,plasmid
ERR4436596,NODE_42_length_17631_cov_26.584303,sul1,plasmid
ERR4436596,NODE_42_length_17631_cov_26.584303,qacEdelta1,plasmid
ERR4436596,NODE_42_length_17631_cov_26.584303,aadA1,plasmid
ERR4436596,NODE_42_length_17631_cov_26.584303,catB8,plasmid
ERR4436596,NODE_42_length_17631_cov_26.584303,aac(6')-Ib',plasmid
ERR4436596,NODE_48_length_8378_cov_28.474695,blaADC-73,chromosome
ERR4436596,NODE_59_length_2643_cov_40.681211,blaOXA-23,plasmid
ERR4436596,NODE_65_length_1574_cov_26.026300,blaTEM-1,chromosome
ERR4436596,NODE_67_length_1450_cov_26.698742,aph(3')-Ia,plasmid
ERR4436596,NODE_2_length_291221_cov_29.242060,aph(3'')-Ib,chromosome
ERR4436596,NODE_2_length_291221_cov_29.242060,aph(6)-Id,chromosome
ERR4436596,NODE_2_length_291221_cov_29.242060,tet(B),chromosome
ERR4436596,NODE_33_length_32374_cov_30.393524,ant(3'')-IIa,chromosome
ERR4436596,NODE_34_length_32025_cov_24.342949,blaOXA-66,chromosome
ERR4436596,NODE_42_length_17631_cov_26.584303,mph(E),plasmid
ERR4436596,NODE_42_length_17631_cov_26.584303,msr(E),plasmid
ERR4436596,NODE_42_length_17631_cov_26.584303,armA,plasmid
ERR4436596,NODE_42_length_17631_cov_26.584303,sul1,plasmid
ERR4436596,NODE_42_length_17631_cov_26.584303,qacEdelta1,plasmid
ERR4436596,NODE_42_length_17631_cov_26.584303,aadA1,plasmid
ERR4436596,NODE_42_length_17631_cov_26.584303,catB8,plasmid
ERR4436596,NODE_42_length_17631_cov_26.584303,aac(6')-Ib',plasmid
ERR4436596,NODE_48_length_8378_cov_28.474695,blaADC-73,chromosome
ERR4436596,NODE_59_length_2643_cov_40.681211,blaOXA-23,plasmid
ERR4436596,NODE_65_length_1574_cov_26.026300,blaTEM-1,chromosome
ERR4436596,NODE_67_length_1450_cov_26.698742,aph(3')-Ia,plasmid
ERR4436597,NODE_14_length_85557_cov_40.302394,tet(B),chromosome
ERR4436597,NODE_14_length_85557_cov_40.302394,aph(6)-Id,chromosome
ERR4436597,NODE_14_length_85557_cov_40.302394,aph(3'')-Ib,chromosome
ERR4436597,NODE_36_length_37473_cov_23.482501,blaOXA-66,chromosome
ERR4436597,NODE_50_length_16966_cov_30.393787,mph(E),plasmid
ERR4436597,NODE_50_length_16966_cov_30.393787,msr(E),plasmid
ERR4436597,NODE_50_length_16966_cov_30.393787,armA,plasmid
ERR4436597,NODE_50_length_16966_cov_30.393787,sul1,plasmid
ERR4436597,NODE_50_length_16966_cov_30.393787,qacEdelta1,plasmid
ERR4436597,NODE_50_length_16966_cov_30.393787,aadA1,plasmid
ERR4436597,NODE_50_length_16966_cov_30.393787,catB8,plasmid
ERR4436597,NODE_50_length_16966_cov_30.393787,aac(6')-Ib',plasmid
ERR4436597,NODE_5_length_162495_cov_38.660312,ant(3'')-IIa,chromosome
ERR4436597,NODE_60_length_8378_cov_29.411161,blaADC-73,chromosome
ERR4436597,NODE_76_length_2643_cov_52.001572,blaOXA-23,plasmid
ERR4436597,NODE_84_length_1574_cov_25.077705,blaTEM-1,chromosome
ERR4436597,NODE_86_length_1451_cov_29.793639,aph(3')-Ia,plasmid
ERR4436597,NODE_14_length_85557_cov_40.302394,tet(B),chromosome
ERR4436597,NODE_14_length_85557_cov_40.302394,aph(6)-Id,chromosome
ERR4436597,NODE_14_length_85557_cov_40.302394,aph(3'')-Ib,chromosome
ERR4436597,NODE_36_length_37473_cov_23.482501,blaOXA-66,chromosome
ERR4436597,NODE_50_length_16966_cov_30.393787,mph(E),plasmid
ERR4436597,NODE_50_length_16966_cov_30.393787,msr(E),plasmid
ERR4436597,NODE_50_length_16966_cov_30.393787,armA,plasmid
ERR4436597,NODE_50_length_16966_cov_30.393787,sul1,plasmid
ERR4436597,NODE_50_length_16966_cov_30.393787,qacEdelta1,plasmid
ERR4436597,NODE_50_length_16966_cov_30.393787,aadA1,plasmid
ERR4436597,NODE_50_length_16966_cov_30.393787,catB8,plasmid
ERR4436597,NODE_50_length_16966_cov_30.393787,aac(6')-Ib',plasmid
ERR4436597,NODE_5_length_162495_cov_38.660312,ant(3'')-IIa,chromosome
ERR4436597,NODE_60_length_8378_cov_29.411161,blaADC-73,chromosome
ERR4436597,NODE_76_length_2643_cov_52.001572,blaOXA-23,plasmid
ERR4436597,NODE_84_length_1574_cov_25.077705,blaTEM-1,chromosome
ERR4436597,NODE_86_length_1451_cov_29.793639,aph(3')-Ia,plasmid
ERR4436754,NODE_104_length_1541_cov_80.352982,catB8,chromosome
ERR4436754,NODE_104_length_1541_cov_80.352982,aac(6')-Ib',chromosome
ERR4436754,NODE_105_length_1410_cov_105.228833,qacEdelta1,plasmid
ERR4436754,NODE_105_length_1410_cov_105.228833,sul1,plasmid
ERR4436754,NODE_110_length_1263_cov_72.993986,aph(3')-Ia,chromosome
ERR4436754,NODE_118_length_735_cov_154.001572,aadA1,chromosome
ERR4436754,NODE_19_length_66122_cov_48.873832,tet(B),chromosome
ERR4436754,NODE_19_length_66122_cov_48.873832,aph(6)-Id,chromosome
ERR4436754,NODE_19_length_66122_cov_48.873832,aph(3'')-Ib,chromosome
ERR4436754,NODE_23_length_60148_cov_50.787673,ant(3'')-IIa,chromosome
ERR4436754,NODE_25_length_57735_cov_49.413179,aph(3')-VIa,plasmid
ERR4436754,NODE_68_length_13156_cov_49.119093,armA,chromosome
ERR4436754,NODE_68_length_13156_cov_49.119093,msr(E),chromosome
ERR4436754,NODE_68_length_13156_cov_49.119093,mph(E),chromosome
ERR4436754,NODE_6_length_114666_cov_37.868575,blaADC-82,chromosome
ERR4436754,NODE_7_length_112985_cov_36.211753,blaOXA-66,chromosome
ERR4436754,NODE_97_length_2496_cov_100.016270,aac(3)-Ia,chromosome
ERR4436754,NODE_98_length_2445_cov_39.081368,blaOXA-23,plasmid
ERR4436754,NODE_104_length_1541_cov_80.352982,catB8,chromosome
ERR4436754,NODE_104_length_1541_cov_80.352982,aac(6')-Ib',chromosome
ERR4436754,NODE_105_length_1410_cov_105.228833,qacEdelta1,plasmid
ERR4436754,NODE_105_length_1410_cov_105.228833,sul1,plasmid
ERR4436754,NODE_110_length_1263_cov_72.993986,aph(3')-Ia,chromosome
ERR4436754,NODE_118_length_735_cov_154.001572,aadA1,chromosome
ERR4436754,NODE_19_length_66122_cov_48.873832,tet(B),chromosome
ERR4436754,NODE_19_length_66122_cov_48.873832,aph(6)-Id,chromosome
ERR4436754,NODE_19_length_66122_cov_48.873832,aph(3'')-Ib,chromosome
ERR4436754,NODE_23_length_60148_cov_50.787673,ant(3'')-IIa,chromosome
ERR4436754,NODE_25_length_57735_cov_49.413179,aph(3')-VIa,plasmid
ERR4436754,NODE_68_length_13156_cov_49.119093,armA,chromosome
ERR4436754,NODE_68_length_13156_cov_49.119093,msr(E),chromosome
ERR4436754,NODE_68_length_13156_cov_49.119093,mph(E),chromosome
ERR4436754,NODE_6_length_114666_cov_37.868575,blaADC-82,chromosome
ERR4436754,NODE_7_length_112985_cov_36.211753,blaOXA-66,chromosome
ERR4436754,NODE_97_length_2496_cov_100.016270,aac(3)-Ia,chromosome
ERR4436754,NODE_98_length_2445_cov_39.081368,blaOXA-23,plasmid
ERR4783167,NODE_111_length_2445_cov_19.550314,blaOXA-23,plasmid
ERR4783167,NODE_122_length_1574_cov_7.956964,blaTEM-1,chromosome
ERR4783167,NODE_123_length_1451_cov_9.971154,aph(3')-Ia,chromosome
ERR4783167,NODE_125_length_1359_cov_12.736508,sul2,plasmid
ERR4783167,NODE_12_length_174924_cov_11.250204,ant(3'')-IIa,chromosome
ERR4783167,NODE_13_length_173044_cov_9.753239,blaADC-30,chromosome
ERR4783167,NODE_15_length_162481_cov_6.083205,blaOXA,chromosome
ERR4783167,NODE_25_length_96828_cov_7.967393,blaOXA-66,plasmid
ERR4783167,NODE_31_length_85320_cov_12.818554,ant(3'')-IIa,chromosome
ERR4783167,NODE_55_length_40121_cov_12.222328,aph(3'')-Ib,chromosome
ERR4783167,NODE_55_length_40121_cov_12.222328,aph(6)-Id,chromosome
ERR4783167,NODE_55_length_40121_cov_12.222328,tet(B),chromosome
ERR4783167,NODE_88_length_13019_cov_7.972988,blaADC-150,chromosome
ERR4783167,NODE_95_length_8460_cov_9.724554,aac(3)-Ia,chromosome
ERR4783167,NODE_95_length_8460_cov_9.724554,aadA1,chromosome
ERR4783167,NODE_95_length_8460_cov_9.724554,qacEdelta1,chromosome
ERR4783167,NODE_95_length_8460_cov_9.724554,sul1,chromosome
ERR4783167,NODE_111_length_2445_cov_19.550314,blaOXA-23,plasmid
ERR4783167,NODE_122_length_1574_cov_7.956964,blaTEM-1,chromosome
ERR4783167,NODE_123_length_1451_cov_9.971154,aph(3')-Ia,chromosome
ERR4783167,NODE_125_length_1359_cov_12.736508,sul2,plasmid
ERR4783167,NODE_12_length_174924_cov_11.250204,ant(3'')-IIa,chromosome
ERR4783167,NODE_13_length_173044_cov_9.753239,blaADC-30,chromosome
ERR4783167,NODE_15_length_162481_cov_6.083205,blaOXA,chromosome
ERR4783167,NODE_25_length_96828_cov_7.967393,blaOXA-66,plasmid
ERR4783167,NODE_31_length_85320_cov_12.818554,ant(3'')-IIa,chromosome
ERR4783167,NODE_55_length_40121_cov_12.222328,aph(3'')-Ib,chromosome
ERR4783167,NODE_55_length_40121_cov_12.222328,aph(6)-Id,chromosome
ERR4783167,NODE_55_length_40121_cov_12.222328,tet(B),chromosome
ERR4783167,NODE_88_length_13019_cov_7.972988,blaADC-150,chromosome
ERR4783167,NODE_95_length_8460_cov_9.724554,aac(3)-Ia,chromosome
ERR4783167,NODE_95_length_8460_cov_9.724554,aadA1,chromosome
ERR4783167,NODE_95_length_8460_cov_9.724554,qacEdelta1,chromosome
ERR4783167,NODE_95_length_8460_cov_9.724554,sul1,chromosome
ERR4783172,NODE_108_length_887_cov_64.636917,blaOXA-58,chromosome
ERR4783172,NODE_1_length_195718_cov_18.185493,blaADC,chromosome
ERR4783172,NODE_3_length_144779_cov_24.689121,ant(3'')-IIa,chromosome
ERR4783172,NODE_4_length_141808_cov_14.166369,blaOXA-735,chromosome
ERR4783172,NODE_57_length_15602_cov_69.570599,dfrA1,chromosome
ERR4783172,NODE_58_length_14742_cov_60.993307,mph(E),chromosome
ERR4783172,NODE_58_length_14742_cov_60.993307,msr(E),chromosome
ERR4783172,NODE_62_length_13473_cov_72.772245,floR,plasmid
ERR4783172,NODE_69_length_8118_cov_83.856466,ble,chromosome
ERR4783172,NODE_69_length_8118_cov_83.856466,blaNDM-1,chromosome
ERR4783172,NODE_79_length_6177_cov_107.322474,ant(2'')-Ia,plasmid
ERR4783172,NODE_88_length_3442_cov_15.627879,blaCARB-16,chromosome
ERR4783172,NODE_92_length_2425_cov_23.569218,sul2,plasmid
ERR4783172,NODE_94_length_2070_cov_117.158803,tet(39),plasmid
ERR4783172,NODE_96_length_1768_cov_71.745956,aph(3'')-Ib,plasmid
ERR4783172,NODE_96_length_1768_cov_71.745956,aph(6)-Id,plasmid
ERR4783172,NODE_108_length_887_cov_64.636917,blaOXA-58,chromosome
ERR4783172,NODE_1_length_195718_cov_18.185493,blaADC,chromosome
ERR4783172,NODE_3_length_144779_cov_24.689121,ant(3'')-IIa,chromosome
ERR4783172,NODE_4_length_141808_cov_14.166369,blaOXA-735,chromosome
ERR4783172,NODE_57_length_15602_cov_69.570599,dfrA1,chromosome
ERR4783172,NODE_58_length_14742_cov_60.993307,mph(E),chromosome
ERR4783172,NODE_58_length_14742_cov_60.993307,msr(E),chromosome
ERR4783172,NODE_62_length_13473_cov_72.772245,floR,plasmid
ERR4783172,NODE_69_length_8118_cov_83.856466,ble,chromosome
ERR4783172,NODE_69_length_8118_cov_83.856466,blaNDM-1,chromosome
ERR4783172,NODE_79_length_6177_cov_107.322474,ant(2'')-Ia,plasmid
ERR4783172,NODE_88_length_3442_cov_15.627879,blaCARB-16,chromosome
ERR4783172,NODE_92_length_2425_cov_23.569218,sul2,plasmid
ERR4783172,NODE_94_length_2070_cov_117.158803,tet(39),plasmid
ERR4783172,NODE_96_length_1768_cov_71.745956,aph(3'')-Ib,plasmid
ERR4783172,NODE_96_length_1768_cov_71.745956,aph(6)-Id,plasmid
ERR4783180,NODE_15_length_101129_cov_21.781283,blaADC,chromosome
ERR4783180,NODE_35_length_32095_cov_18.568571,blaOXA-94,plasmid
ERR4783180,NODE_3_length_247258_cov_19.360970,mph(E),chromosome
ERR4783180,NODE_3_length_247258_cov_19.360970,msr(E),chromosome
ERR4783180,NODE_3_length_247258_cov_19.360970,sul2,chromosome
ERR4783180,NODE_53_length_6177_cov_118.342547,ant(2'')-Ia,plasmid
ERR4783180,NODE_55_length_3578_cov_30.644438,blaNDM-1,plasmid
ERR4783180,NODE_55_length_3578_cov_30.644438,ble,plasmid
ERR4783180,NODE_70_length_1117_cov_32.874263,aph(3')-VI,plasmid
ERR4783180,NODE_7_length_157238_cov_26.923189,ant(3'')-IIa,chromosome
ERR4783180,NODE_15_length_101129_cov_21.781283,blaADC,chromosome
ERR4783180,NODE_35_length_32095_cov_18.568571,blaOXA-94,plasmid
ERR4783180,NODE_3_length_247258_cov_19.360970,mph(E),chromosome
ERR4783180,NODE_3_length_247258_cov_19.360970,msr(E),chromosome
ERR4783180,NODE_3_length_247258_cov_19.360970,sul2,chromosome
ERR4783180,NODE_53_length_6177_cov_118.342547,ant(2'')-Ia,plasmid
ERR4783180,NODE_55_length_3578_cov_30.644438,blaNDM-1,plasmid
ERR4783180,NODE_55_length_3578_cov_30.644438,ble,plasmid
ERR4783180,NODE_70_length_1117_cov_32.874263,aph(3')-VI,plasmid
ERR4783180,NODE_7_length_157238_cov_26.923189,ant(3'')-IIa,chromosome
ERR4783186,NODE_13_length_90873_cov_21.430509,aph(3'')-Ib,chromosome
ERR4783186,NODE_13_length_90873_cov_21.430509,aph(6)-Id,chromosome
ERR4783186,NODE_13_length_90873_cov_21.430509,tet(B),chromosome
ERR4783186,NODE_16_length_86637_cov_21.982239,ant(3'')-IIa,chromosome
ERR4783186,NODE_45_length_8998_cov_18.221261,sul1,chromosome
ERR4783186,NODE_45_length_8998_cov_18.221261,qacEdelta1,chromosome
ERR4783186,NODE_45_length_8998_cov_18.221261,aadA1,chromosome
ERR4783186,NODE_45_length_8998_cov_18.221261,aac(3)-Ia,chromosome
ERR4783186,NODE_49_length_2445_cov_33.510220,blaOXA-23,plasmid
