Name,Protein identifier,Contig id,Start,Stop,Strand,Gene symbol,Sequence name,Scope,Element type,Element subtype,Class,Subclass,Method,Target length,Reference sequence length,% Coverage of reference sequence,% Identity to reference sequence,Alignment length,Accession of closest sequence,Name of closest sequence,HMM id,HMM description
ERR4783228,NA,NODE_2_length_228318_cov_15.169828,6228,7049,+,blaOXA-94,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-94,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.00,100.00,274,WP_029424390.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-94,NA,NA
ERR4783228,NA,NODE_30_length_36872_cov_17.289424,35895,36872,+,blaADC,ADC family extended-spectrum class C beta-lactamase,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,PARTIAL_CONTIG_ENDX,326,383,85.12,99.69,326,WP_001211227.1,extended-spectrum class C beta-lactamase ADC-158,NA,NA
ERR4783228,NA,NODE_39_length_12471_cov_16.515034,173,1054,-,mph(E),Mph(E) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,ERYTHROMYCIN,EXACTX,294,294,100.00,100.00,294,WP_000155092.1,Mph(E) family macrolide 2'-phosphotransferase,NA,NA
ERR4783228,NA,NODE_39_length_12471_cov_16.515034,1113,2585,-,msr(E),ABC-F type ribosomal protection protein Msr(E),core,AMR,AMR,MACROLIDE/STREPTOGRAMIN,AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN,EXACTX,491,491,100.00,100.00,491,WP_000052512.1,ABC-F type ribosomal protection protein Msr(E),NA,NA
ERR4783228,NA,NODE_39_length_12471_cov_16.515034,11430,12242,-,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.00,100.00,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
ERR4783228,NA,NODE_44_length_6177_cov_73.164199,755,1285,+,ant(2'')-Ia,aminoglycoside nucleotidyltransferase ANT(2'')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN/KANAMYCIN/TOBRAMYCIN,BLASTX,177,177,100.00,98.31,177,WP_000381803.1,aminoglycoside nucleotidyltransferase ANT(2'')-Ia,NA,NA
ERR4783228,NA,NODE_47_length_4449_cov_18.066667,1748,2959,+,floR,chloramphenicol/florfenicol efflux MFS transporter FloR,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,404,404,100.00,100.00,404,WP_000214119.1,chloramphenicol/florfenicol efflux MFS transporter FloR,NA,NA
ERR4783228,NA,NODE_48_length_3579_cov_25.529598,193,1002,+,blaNDM-1,subclass B1 metallo-beta-lactamase NDM-1,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,270,270,100.00,100.00,270,WP_004201164.1,subclass B1 metallo-beta-lactamase NDM-1,NA,NA
ERR4783228,NA,NODE_48_length_3579_cov_25.529598,1009,1371,+,ble,bleomycin binding protein Ble-MBL,core,AMR,AMR,BLEOMYCIN,BLEOMYCIN,EXACTX,121,121,100.00,100.00,121,WP_004201167.1,bleomycin binding protein Ble-MBL,NA,NA
ERR4783228,NA,NODE_58_length_1119_cov_24.285294,144,920,+,aph(3')-VI,APH(3')-VI family aminoglycoside O-phosphotransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,EXACTX,259,259,100.00,100.00,259,WP_014386410.1,APH(3')-VI family aminoglycoside O-phosphotransferase,NA,NA
ERR4783231,NA,NODE_15_length_86161_cov_26.538019,50692,51477,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,EXACTX,262,262,100.00,100.00,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,NA,NA
ERR4783231,NA,NODE_18_length_75949_cov_26.061872,10441,11640,-,tet(B),tetracycline efflux MFS transporter Tet(B),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,400,401,99.75,100.00,400,WP_001089072.1,tetracycline efflux MFS transporter Tet(B),NA,NA
ERR4783231,NA,NODE_18_length_75949_cov_26.061872,15016,15849,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100.00,100.00,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
ERR4783231,NA,NODE_18_length_75949_cov_26.061872,15852,16652,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.00,100.00,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
ERR4783231,NA,NODE_46_length_8998_cov_23.182605,3503,3964,+,aac(3)-Ia,aminoglycoside N-acetyltransferase AAC(3)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,154,154,100.00,100.00,154,WP_002089484.1,aminoglycoside N-acetyltransferase AAC(3)-Ia,NA,NA
ERR4783231,NA,NODE_46_length_8998_cov_23.182605,5549,6337,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100.00,100.00,263,WP_001206316.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
ERR4783231,NA,NODE_46_length_8998_cov_23.182605,6504,6848,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100.00,100.00,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
ERR4783231,NA,NODE_46_length_8998_cov_23.182605,6845,7681,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.00,100.00,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
ERR4783231,NA,NODE_50_length_2445_cov_43.465016,35,853,+,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.00,100.00,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,NA,NA
ERR4783231,NA,NODE_53_length_1574_cov_17.541542,698,1555,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.00,100.00,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,NA,NA
ERR4783231,NA,NODE_54_length_1451_cov_20.392751,474,1286,-,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.00,100.00,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,NA,NA
ERR4783231,NA,NODE_56_length_1359_cov_28.426190,118,930,+,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.00,100.00,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
ERR4783231,NA,NODE_5_length_244099_cov_17.470385,198,1019,+,blaOXA-66,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.00,100.00,274,WP_001021792.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,NA,NA
ERR4783231,NA,NODE_6_length_173044_cov_20.851248,171788,172936,-,blaADC-30,extended-spectrum class C beta-lactamase ADC-30,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.00,100.00,383,WP_001211218.1,extended-spectrum class C beta-lactamase ADC-30,NA,NA
ERR4783231,NA,NODE_15_length_86161_cov_26.538019,50692,51477,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,EXACTX,262,262,100.00,100.00,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,NA,NA
ERR4783231,NA,NODE_18_length_75949_cov_26.061872,10441,11640,-,tet(B),tetracycline efflux MFS transporter Tet(B),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,400,401,99.75,100.00,400,WP_001089072.1,tetracycline efflux MFS transporter Tet(B),NA,NA
ERR4783231,NA,NODE_18_length_75949_cov_26.061872,15016,15849,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100.00,100.00,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
ERR4783231,NA,NODE_18_length_75949_cov_26.061872,15852,16652,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.00,100.00,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
ERR4783231,NA,NODE_46_length_8998_cov_23.182605,3503,3964,+,aac(3)-Ia,aminoglycoside N-acetyltransferase AAC(3)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,154,154,100.00,100.00,154,WP_002089484.1,aminoglycoside N-acetyltransferase AAC(3)-Ia,NA,NA
ERR4783231,NA,NODE_46_length_8998_cov_23.182605,5549,6337,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100.00,100.00,263,WP_001206316.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
ERR4783231,NA,NODE_46_length_8998_cov_23.182605,6504,6848,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100.00,100.00,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
ERR4783231,NA,NODE_46_length_8998_cov_23.182605,6845,7681,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.00,100.00,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
ERR4783231,NA,NODE_50_length_2445_cov_43.465016,35,853,+,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.00,100.00,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,NA,NA
ERR4783231,NA,NODE_53_length_1574_cov_17.541542,698,1555,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.00,100.00,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,NA,NA
ERR4783231,NA,NODE_54_length_1451_cov_20.392751,474,1286,-,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.00,100.00,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,NA,NA
ERR4783231,NA,NODE_56_length_1359_cov_28.426190,118,930,+,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.00,100.00,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
ERR4783231,NA,NODE_5_length_244099_cov_17.470385,198,1019,+,blaOXA-66,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.00,100.00,274,WP_001021792.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,NA,NA
ERR4783231,NA,NODE_6_length_173044_cov_20.851248,171788,172936,-,blaADC-30,extended-spectrum class C beta-lactamase ADC-30,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.00,100.00,383,WP_001211218.1,extended-spectrum class C beta-lactamase ADC-30,NA,NA
ERR4783239,NA,NODE_15_length_86040_cov_20.506964,50571,51356,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,EXACTX,262,262,100.00,100.00,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,NA,NA
ERR4783239,NA,NODE_17_length_75949_cov_20.127554,10441,11640,-,tet(B),tetracycline efflux MFS transporter Tet(B),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,400,401,99.75,100.00,400,WP_001089072.1,tetracycline efflux MFS transporter Tet(B),NA,NA
ERR4783239,NA,NODE_17_length_75949_cov_20.127554,15016,15849,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100.00,100.00,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
ERR4783239,NA,NODE_17_length_75949_cov_20.127554,15852,16652,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.00,100.00,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
ERR4783239,NA,NODE_42_length_8998_cov_16.205978,3503,3964,+,aac(3)-Ia,aminoglycoside N-acetyltransferase AAC(3)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,154,154,100.00,100.00,154,WP_002089484.1,aminoglycoside N-acetyltransferase AAC(3)-Ia,NA,NA
ERR4783239,NA,NODE_42_length_8998_cov_16.205978,5549,6337,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100.00,100.00,263,WP_001206316.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
ERR4783239,NA,NODE_42_length_8998_cov_16.205978,6504,6848,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100.00,100.00,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
ERR4783239,NA,NODE_42_length_8998_cov_16.205978,6845,7681,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.00,100.00,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
ERR4783239,NA,NODE_48_length_2643_cov_32.231918,134,952,+,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.00,100.00,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,NA,NA
ERR4783239,NA,NODE_51_length_1574_cov_11.222953,20,877,-,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.00,100.00,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,NA,NA
ERR4783239,NA,NODE_52_length_1509_cov_15.522695,532,1344,-,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.00,100.00,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,NA,NA
ERR4783239,NA,NODE_54_length_1359_cov_20.981746,118,930,+,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.00,100.00,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
ERR4783239,NA,NODE_5_length_244144_cov_13.109955,243081,243902,-,blaOXA-66,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.00,100.00,274,WP_001021792.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,NA,NA
ERR4783239,NA,NODE_7_length_173044_cov_15.909584,171788,172936,-,blaADC-30,extended-spectrum class C beta-lactamase ADC-30,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.00,100.00,383,WP_001211218.1,extended-spectrum class C beta-lactamase ADC-30,NA,NA
ERR4783239,NA,NODE_15_length_86040_cov_20.506964,50571,51356,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,EXACTX,262,262,100.00,100.00,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,NA,NA
ERR4783239,NA,NODE_17_length_75949_cov_20.127554,10441,11640,-,tet(B),tetracycline efflux MFS transporter Tet(B),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,400,401,99.75,100.00,400,WP_001089072.1,tetracycline efflux MFS transporter Tet(B),NA,NA
ERR4783239,NA,NODE_17_length_75949_cov_20.127554,15016,15849,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100.00,100.00,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
ERR4783239,NA,NODE_17_length_75949_cov_20.127554,15852,16652,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.00,100.00,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
ERR4783239,NA,NODE_42_length_8998_cov_16.205978,3503,3964,+,aac(3)-Ia,aminoglycoside N-acetyltransferase AAC(3)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,154,154,100.00,100.00,154,WP_002089484.1,aminoglycoside N-acetyltransferase AAC(3)-Ia,NA,NA
ERR4783239,NA,NODE_42_length_8998_cov_16.205978,5549,6337,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100.00,100.00,263,WP_001206316.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
ERR4783239,NA,NODE_42_length_8998_cov_16.205978,6504,6848,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100.00,100.00,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
ERR4783239,NA,NODE_42_length_8998_cov_16.205978,6845,7681,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.00,100.00,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
ERR4783239,NA,NODE_48_length_2643_cov_32.231918,134,952,+,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.00,100.00,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,NA,NA
ERR4783239,NA,NODE_51_length_1574_cov_11.222953,20,877,-,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.00,100.00,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,NA,NA
ERR4783239,NA,NODE_52_length_1509_cov_15.522695,532,1344,-,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.00,100.00,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,NA,NA
ERR4783239,NA,NODE_54_length_1359_cov_20.981746,118,930,+,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.00,100.00,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
ERR4783239,NA,NODE_5_length_244144_cov_13.109955,243081,243902,-,blaOXA-66,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.00,100.00,274,WP_001021792.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,NA,NA
ERR4783239,NA,NODE_7_length_173044_cov_15.909584,171788,172936,-,blaADC-30,extended-spectrum class C beta-lactamase ADC-30,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.00,100.00,383,WP_001211218.1,extended-spectrum class C beta-lactamase ADC-30,NA,NA
ERR4783244,NA,NODE_1_length_317579_cov_15.490976,90135,90956,-,blaOXA-69,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.00,100.00,274,WP_001021779.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69,NA,NA
ERR4783244,NA,NODE_21_length_79927_cov_23.720687,34685,35470,-,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,EXACTX,262,262,100.00,100.00,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,NA,NA
ERR4783244,NA,NODE_25_length_64282_cov_16.876914,63044,63514,+,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,157,157,100.00,100.00,157,WP_000777554.1,trimethoprim-resistant dihydrofolate reductase DfrA1,NA,NA
ERR4783244,NA,NODE_25_length_64282_cov_16.876914,63612,64133,+,sat2,streptothricin N-acetyltransferase Sat2,core,AMR,AMR,STREPTOTHRICIN,STREPTOTHRICIN,EXACTX,174,174,100.00,100.00,174,WP_000704156.1,streptothricin N-acetyltransferase Sat2,NA,NA
ERR4783244,NA,NODE_39_length_8120_cov_31.531729,6751,7113,-,ble,bleomycin binding protein Ble-MBL,core,AMR,AMR,BLEOMYCIN,BLEOMYCIN,EXACTX,121,121,100.00,100.00,121,WP_004201167.1,bleomycin binding protein Ble-MBL,NA,NA
ERR4783244,NA,NODE_39_length_8120_cov_31.531729,7120,7929,-,blaNDM-1,subclass B1 metallo-beta-lactamase NDM-1,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,270,270,100.00,100.00,270,WP_004201164.1,subclass B1 metallo-beta-lactamase NDM-1,NA,NA
ERR4783244,NA,NODE_3_length_245386_cov_19.377386,244018,245166,-,blaADC-191,extended-spectrum class C beta-lactamase ADC-191,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.00,100.00,383,WP_003112187.1,extended-spectrum class C beta-lactamase ADC-191,NA,NA
ERR4783244,NA,NODE_42_length_4810_cov_36.814052,2157,3359,+,tet(B),tetracycline efflux MFS transporter Tet(B),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,401,401,100.00,100.00,401,WP_001089072.1,tetracycline efflux MFS transporter Tet(B),NA,NA
ERR4783244,NA,NODE_42_length_4810_cov_36.814052,3980,4792,-,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.00,100.00,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
ERR4783244,NA,NODE_44_length_3609_cov_24.129060,2013,2474,+,aac(3)-Ia,aminoglycoside N-acetyltransferase AAC(3)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,154,154,100.00,100.00,154,WP_002089484.1,aminoglycoside N-acetyltransferase AAC(3)-Ia,NA,NA
ERR4783244,NA,NODE_46_length_2637_cov_38.806147,134,952,+,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.00,100.00,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,NA,NA
ERR4783244,NA,NODE_49_length_1509_cov_21.843262,532,1344,-,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.00,100.00,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,NA,NA
ERR4783244,NA,NODE_52_length_1143_cov_23.095785,214,1014,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.00,100.00,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
ERR4783244,NA,NODE_55_length_981_cov_25.157596,126,902,-,aph(3')-VIa,aminoglycoside O-phosphotransferase APH(3')-VIa,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,BLASTX,259,259,100.00,99.61,259,WP_000422636.1,aminoglycoside O-phosphotransferase APH(3')-VIa,NA,NA
ERR4783244,NA,NODE_59_length_831_cov_31.128415,3,722,+,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIAL_CONTIG_ENDX,240,278,86.33,100.00,240,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
ERR4783244,NA,NODE_66_length_693_cov_59.829966,11,691,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIAL_CONTIG_ENDX,227,262,86.64,100.00,227,WP_001206315.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
