Name,Protein identifier,Contig id,Start,Stop,Strand,Gene symbol,Sequence name,Scope,Element type,Element subtype,Class,Subclass,Method,Target length,Reference sequence length,% Coverage of reference sequence,% Identity to reference sequence,Alignment length,Accession of closest sequence,Name of closest sequence,HMM id,HMM description,sample_id,molecule_type,primary_cluster_id,secondary_cluster_id,contig_id,size,gc,md5,circularity_status,rep_type(s),rep_type_accession(s),relaxase_type(s),relaxase_type_accession(s),mpf_type,mpf_type_accession(s),orit_type(s),orit_accession(s),predicted_mobility,mash_nearest_neighbor,mash_neighbor_distance,mash_neighbor_identification,repetitive_dna_id,repetitive_dna_type,filtering_reason
ERR4783231,,NODE_46_length_8998_cov_23.182605,6845,7681,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.0,100.0,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,,,ERR4783231,chromosome,-,-,NODE_46_length_8998_cov_23.182605,8998,0.577572793954212,a8cdcdd6a56607bda27a721df7b00b7f,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR4783231,,NODE_50_length_2445_cov_43.465016,35,853,+,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.0,100.0,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,,,ERR4783231,plasmid,AB114,AJ690,NODE_50_length_2445_cov_43.465016,2445,0.3738241308793456,bd16752f1b4d238285b6ca65e976afd2,not tested,-,-,-,-,-,-,-,-,-,CP021327,0.00218918,Acinetobacter baumannii,-,-,-
ERR4783231,,NODE_53_length_1574_cov_17.541542,698,1555,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,ERR4783231,chromosome,-,-,NODE_53_length_1574_cov_17.541542,1574,0.48856416772554,94d39beec8e25738bd84017114f8ec8b,not tested,-,-,-,-,-,-,-,-,-,-,-,-,"CP001182,MG053108,EU780013,JQ899055","IS15,ISAeme2,ISPam4,Tn3",repetitve element
ERR4783231,,NODE_54_length_1451_cov_20.392751,474,1286,-,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.0,100.0,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,,,ERR4783231,chromosome,-,-,NODE_54_length_1451_cov_20.392751,1451,0.4651964162646451,9c982df9c41704e6883d3be9415c6842,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR4783231,,NODE_56_length_1359_cov_28.426190,118,930,+,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.0,100.0,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,,,ERR4783231,plasmid,AB114,AJ690,NODE_56_length_1359_cov_28.426190,1359,0.5688005886681383,248c20890a8dada369c58ace0827bc17,not tested,-,-,-,-,-,-,-,-,-,CP021327,0.00218918,Acinetobacter baumannii,"MF805806,KX709966,KY437727,KU736876","IS1006,ISAzs17,ISShfr9,ISVsa3",repetitve element
ERR4783231,,NODE_5_length_244099_cov_17.470385,198,1019,+,blaOXA-66,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.0,100.0,274,WP_001021792.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,,,ERR4783231,chromosome,-,-,NODE_5_length_244099_cov_17.470385,244099,0.3919557228829286,a4ac8db9f9dd47146f5fb6c5cd5a493d,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR4783231,,NODE_6_length_173044_cov_20.851248,171788,172936,-,blaADC-30,extended-spectrum class C beta-lactamase ADC-30,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.0,100.0,383,WP_001211218.1,extended-spectrum class C beta-lactamase ADC-30,,,ERR4783231,chromosome,-,-,NODE_6_length_173044_cov_20.851248,173044,0.3831106539377268,1f3e4a9e12067d58a6f270cc13fd7e40,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR4783231,,NODE_15_length_86161_cov_26.538019,50692,51477,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,EXACTX,262,262,100.0,100.0,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,,,ERR4783231,chromosome,-,-,NODE_15_length_86161_cov_26.538019,86161,0.4064367869453697,b29c083edc2b0bc450a97048062b3ec7,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR4783231,,NODE_18_length_75949_cov_26.061872,10441,11640,-,tet(B),tetracycline efflux MFS transporter Tet(B),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,400,401,99.75,100.0,400,WP_001089072.1,tetracycline efflux MFS transporter Tet(B),,,ERR4783231,chromosome,-,-,NODE_18_length_75949_cov_26.061872,75949,0.4057591278357845,5fe41c7702e6cceb33bd534360cf86e7,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR4783231,,NODE_18_length_75949_cov_26.061872,15016,15849,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100.0,100.0,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,,,ERR4783231,chromosome,-,-,NODE_18_length_75949_cov_26.061872,75949,0.4057591278357845,5fe41c7702e6cceb33bd534360cf86e7,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR4783231,,NODE_18_length_75949_cov_26.061872,15852,16652,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.0,100.0,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,,,ERR4783231,chromosome,-,-,NODE_18_length_75949_cov_26.061872,75949,0.4057591278357845,5fe41c7702e6cceb33bd534360cf86e7,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR4783231,,NODE_46_length_8998_cov_23.182605,3503,3964,+,aac(3)-Ia,aminoglycoside N-acetyltransferase AAC(3)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,154,154,100.0,100.0,154,WP_002089484.1,aminoglycoside N-acetyltransferase AAC(3)-Ia,,,ERR4783231,chromosome,-,-,NODE_46_length_8998_cov_23.182605,8998,0.577572793954212,a8cdcdd6a56607bda27a721df7b00b7f,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR4783231,,NODE_46_length_8998_cov_23.182605,5549,6337,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100.0,100.0,263,WP_001206316.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,,,ERR4783231,chromosome,-,-,NODE_46_length_8998_cov_23.182605,8998,0.577572793954212,a8cdcdd6a56607bda27a721df7b00b7f,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR4783231,,NODE_46_length_8998_cov_23.182605,6504,6848,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100.0,100.0,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,,,ERR4783231,chromosome,-,-,NODE_46_length_8998_cov_23.182605,8998,0.577572793954212,a8cdcdd6a56607bda27a721df7b00b7f,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR4783231,,NODE_46_length_8998_cov_23.182605,6845,7681,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.0,100.0,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,,,ERR4783231,chromosome,-,-,NODE_46_length_8998_cov_23.182605,8998,0.577572793954212,a8cdcdd6a56607bda27a721df7b00b7f,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR4783231,,NODE_50_length_2445_cov_43.465016,35,853,+,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.0,100.0,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,,,ERR4783231,plasmid,AB114,AJ690,NODE_50_length_2445_cov_43.465016,2445,0.3738241308793456,bd16752f1b4d238285b6ca65e976afd2,not tested,-,-,-,-,-,-,-,-,-,CP021327,0.00218918,Acinetobacter baumannii,-,-,-
ERR4783231,,NODE_53_length_1574_cov_17.541542,698,1555,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,ERR4783231,chromosome,-,-,NODE_53_length_1574_cov_17.541542,1574,0.48856416772554,94d39beec8e25738bd84017114f8ec8b,not tested,-,-,-,-,-,-,-,-,-,-,-,-,"CP001182,MG053108,EU780013,JQ899055","IS15,ISAeme2,ISPam4,Tn3",repetitve element
ERR4783231,,NODE_54_length_1451_cov_20.392751,474,1286,-,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.0,100.0,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,,,ERR4783231,chromosome,-,-,NODE_54_length_1451_cov_20.392751,1451,0.4651964162646451,9c982df9c41704e6883d3be9415c6842,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR4783231,,NODE_56_length_1359_cov_28.426190,118,930,+,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.0,100.0,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,,,ERR4783231,plasmid,AB114,AJ690,NODE_56_length_1359_cov_28.426190,1359,0.5688005886681383,248c20890a8dada369c58ace0827bc17,not tested,-,-,-,-,-,-,-,-,-,CP021327,0.00218918,Acinetobacter baumannii,"MF805806,KX709966,KY437727,KU736876","IS1006,ISAzs17,ISShfr9,ISVsa3",repetitve element
ERR4783231,,NODE_5_length_244099_cov_17.470385,198,1019,+,blaOXA-66,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.0,100.0,274,WP_001021792.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,,,ERR4783231,chromosome,-,-,NODE_5_length_244099_cov_17.470385,244099,0.3919557228829286,a4ac8db9f9dd47146f5fb6c5cd5a493d,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR4783231,,NODE_6_length_173044_cov_20.851248,171788,172936,-,blaADC-30,extended-spectrum class C beta-lactamase ADC-30,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.0,100.0,383,WP_001211218.1,extended-spectrum class C beta-lactamase ADC-30,,,ERR4783231,chromosome,-,-,NODE_6_length_173044_cov_20.851248,173044,0.3831106539377268,1f3e4a9e12067d58a6f270cc13fd7e40,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR4783239,,NODE_15_length_86040_cov_20.506964,50571,51356,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,EXACTX,262,262,100.0,100.0,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,,,ERR4783239,chromosome,-,-,NODE_15_length_86040_cov_20.506964,86040,0.4063575081357508,acd09b74aa5acdcab6eede5a7eb9dafd,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR4783239,,NODE_17_length_75949_cov_20.127554,10441,11640,-,tet(B),tetracycline efflux MFS transporter Tet(B),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,400,401,99.75,100.0,400,WP_001089072.1,tetracycline efflux MFS transporter Tet(B),,,ERR4783239,chromosome,-,-,NODE_17_length_75949_cov_20.127554,75949,0.4057591278357845,4b0a002ef58c4d54e395497f9b6fea67,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR4783239,,NODE_17_length_75949_cov_20.127554,15016,15849,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100.0,100.0,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,,,ERR4783239,chromosome,-,-,NODE_17_length_75949_cov_20.127554,75949,0.4057591278357845,4b0a002ef58c4d54e395497f9b6fea67,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR4783239,,NODE_17_length_75949_cov_20.127554,15852,16652,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.0,100.0,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,,,ERR4783239,chromosome,-,-,NODE_17_length_75949_cov_20.127554,75949,0.4057591278357845,4b0a002ef58c4d54e395497f9b6fea67,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR4783239,,NODE_42_length_8998_cov_16.205978,3503,3964,+,aac(3)-Ia,aminoglycoside N-acetyltransferase AAC(3)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,154,154,100.0,100.0,154,WP_002089484.1,aminoglycoside N-acetyltransferase AAC(3)-Ia,,,ERR4783239,chromosome,-,-,NODE_42_length_8998_cov_16.205978,8998,0.577572793954212,a8cdcdd6a56607bda27a721df7b00b7f,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR4783239,,NODE_42_length_8998_cov_16.205978,5549,6337,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100.0,100.0,263,WP_001206316.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,,,ERR4783239,chromosome,-,-,NODE_42_length_8998_cov_16.205978,8998,0.577572793954212,a8cdcdd6a56607bda27a721df7b00b7f,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR4783239,,NODE_42_length_8998_cov_16.205978,6504,6848,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100.0,100.0,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,,,ERR4783239,chromosome,-,-,NODE_42_length_8998_cov_16.205978,8998,0.577572793954212,a8cdcdd6a56607bda27a721df7b00b7f,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR4783239,,NODE_42_length_8998_cov_16.205978,6845,7681,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.0,100.0,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,,,ERR4783239,chromosome,-,-,NODE_42_length_8998_cov_16.205978,8998,0.577572793954212,a8cdcdd6a56607bda27a721df7b00b7f,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR4783239,,NODE_48_length_2643_cov_32.231918,134,952,+,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.0,100.0,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,,,ERR4783239,plasmid,AB114,AJ690,NODE_48_length_2643_cov_32.231918,2643,0.3670071888006054,03d6f8041377cebda9da2a112f8b93a8,not tested,-,-,-,-,-,-,-,-,-,CP021327,0.00216198,Acinetobacter baumannii,-,-,-
ERR4783239,,NODE_51_length_1574_cov_11.222953,20,877,-,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,ERR4783239,chromosome,-,-,NODE_51_length_1574_cov_11.222953,1574,0.48856416772554,38e9fe143388fb5a6e98771fb3442a5f,not tested,-,-,-,-,-,-,-,-,-,-,-,-,"CP001182,MG053108,EU780013,JQ899055","IS15,ISAeme2,ISPam4,Tn3",repetitve element
ERR4783239,,NODE_52_length_1509_cov_15.522695,532,1344,-,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.0,100.0,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,,,ERR4783239,chromosome,-,-,NODE_52_length_1509_cov_15.522695,1509,0.465871438038436,16ee032ed72b4e1df49fafb2f12c2785,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR4783239,,NODE_54_length_1359_cov_20.981746,118,930,+,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.0,100.0,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,,,ERR4783239,plasmid,AB114,AJ690,NODE_54_length_1359_cov_20.981746,1359,0.5688005886681383,248c20890a8dada369c58ace0827bc17,not tested,-,-,-,-,-,-,-,-,-,CP021327,0.00216198,Acinetobacter baumannii,"MF805806,KX709966,KY437727,KU736876","IS1006,ISAzs17,ISShfr9,ISVsa3",repetitve element
ERR4783239,,NODE_5_length_244144_cov_13.109955,243081,243902,-,blaOXA-66,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.0,100.0,274,WP_001021792.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,,,ERR4783239,chromosome,-,-,NODE_5_length_244144_cov_13.109955,244144,0.3919531096402123,d5b7761f86bee2ce1149f381b0d24192,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR4783239,,NODE_7_length_173044_cov_15.909584,171788,172936,-,blaADC-30,extended-spectrum class C beta-lactamase ADC-30,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.0,100.0,383,WP_001211218.1,extended-spectrum class C beta-lactamase ADC-30,,,ERR4783239,chromosome,-,-,NODE_7_length_173044_cov_15.909584,173044,0.3831048750606782,276be87db4fda7638a0c02891dc106ff,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR4783239,,NODE_15_length_86040_cov_20.506964,50571,51356,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,EXACTX,262,262,100.0,100.0,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,,,ERR4783239,chromosome,-,-,NODE_15_length_86040_cov_20.506964,86040,0.4063575081357508,acd09b74aa5acdcab6eede5a7eb9dafd,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR4783239,,NODE_17_length_75949_cov_20.127554,10441,11640,-,tet(B),tetracycline efflux MFS transporter Tet(B),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,400,401,99.75,100.0,400,WP_001089072.1,tetracycline efflux MFS transporter Tet(B),,,ERR4783239,chromosome,-,-,NODE_17_length_75949_cov_20.127554,75949,0.4057591278357845,4b0a002ef58c4d54e395497f9b6fea67,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR4783239,,NODE_17_length_75949_cov_20.127554,15016,15849,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100.0,100.0,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,,,ERR4783239,chromosome,-,-,NODE_17_length_75949_cov_20.127554,75949,0.4057591278357845,4b0a002ef58c4d54e395497f9b6fea67,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR4783239,,NODE_17_length_75949_cov_20.127554,15852,16652,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.0,100.0,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,,,ERR4783239,chromosome,-,-,NODE_17_length_75949_cov_20.127554,75949,0.4057591278357845,4b0a002ef58c4d54e395497f9b6fea67,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR4783239,,NODE_42_length_8998_cov_16.205978,3503,3964,+,aac(3)-Ia,aminoglycoside N-acetyltransferase AAC(3)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,154,154,100.0,100.0,154,WP_002089484.1,aminoglycoside N-acetyltransferase AAC(3)-Ia,,,ERR4783239,chromosome,-,-,NODE_42_length_8998_cov_16.205978,8998,0.577572793954212,a8cdcdd6a56607bda27a721df7b00b7f,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR4783239,,NODE_42_length_8998_cov_16.205978,5549,6337,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100.0,100.0,263,WP_001206316.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,,,ERR4783239,chromosome,-,-,NODE_42_length_8998_cov_16.205978,8998,0.577572793954212,a8cdcdd6a56607bda27a721df7b00b7f,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR4783239,,NODE_42_length_8998_cov_16.205978,6504,6848,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100.0,100.0,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,,,ERR4783239,chromosome,-,-,NODE_42_length_8998_cov_16.205978,8998,0.577572793954212,a8cdcdd6a56607bda27a721df7b00b7f,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR4783239,,NODE_42_length_8998_cov_16.205978,6845,7681,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.0,100.0,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,,,ERR4783239,chromosome,-,-,NODE_42_length_8998_cov_16.205978,8998,0.577572793954212,a8cdcdd6a56607bda27a721df7b00b7f,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR4783239,,NODE_48_length_2643_cov_32.231918,134,952,+,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.0,100.0,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,,,ERR4783239,plasmid,AB114,AJ690,NODE_48_length_2643_cov_32.231918,2643,0.3670071888006054,03d6f8041377cebda9da2a112f8b93a8,not tested,-,-,-,-,-,-,-,-,-,CP021327,0.00216198,Acinetobacter baumannii,-,-,-
ERR4783239,,NODE_51_length_1574_cov_11.222953,20,877,-,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,ERR4783239,chromosome,-,-,NODE_51_length_1574_cov_11.222953,1574,0.48856416772554,38e9fe143388fb5a6e98771fb3442a5f,not tested,-,-,-,-,-,-,-,-,-,-,-,-,"CP001182,MG053108,EU780013,JQ899055","IS15,ISAeme2,ISPam4,Tn3",repetitve element
ERR4783239,,NODE_52_length_1509_cov_15.522695,532,1344,-,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.0,100.0,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,,,ERR4783239,chromosome,-,-,NODE_52_length_1509_cov_15.522695,1509,0.465871438038436,16ee032ed72b4e1df49fafb2f12c2785,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR4783239,,NODE_54_length_1359_cov_20.981746,118,930,+,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.0,100.0,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,,,ERR4783239,plasmid,AB114,AJ690,NODE_54_length_1359_cov_20.981746,1359,0.5688005886681383,248c20890a8dada369c58ace0827bc17,not tested,-,-,-,-,-,-,-,-,-,CP021327,0.00216198,Acinetobacter baumannii,"MF805806,KX709966,KY437727,KU736876","IS1006,ISAzs17,ISShfr9,ISVsa3",repetitve element
ERR4783239,,NODE_5_length_244144_cov_13.109955,243081,243902,-,blaOXA-66,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.0,100.0,274,WP_001021792.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,,,ERR4783239,chromosome,-,-,NODE_5_length_244144_cov_13.109955,244144,0.3919531096402123,d5b7761f86bee2ce1149f381b0d24192,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR4783239,,NODE_7_length_173044_cov_15.909584,171788,172936,-,blaADC-30,extended-spectrum class C beta-lactamase ADC-30,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.0,100.0,383,WP_001211218.1,extended-spectrum class C beta-lactamase ADC-30,,,ERR4783239,chromosome,-,-,NODE_7_length_173044_cov_15.909584,173044,0.3831048750606782,276be87db4fda7638a0c02891dc106ff,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
